Mission_ID;Mission_Month;Mission_Day;Mission_Year;Target_Longitude;Target_Latitude;Target_Country;Target_City;Theater of Operations;Country;Air Force;Unit ID;Aircraft Series;Callsign;Mission Type;Takeoff Base;Takeoff Location;Takeoff Latitude;Takeoff Longitude;Target ID;Target Type;Target Industry;Target Priority;Altitude (Hundreds of Feet);Airborne Aircraft;Attacking Aircraft;Bombing Aircraft;Aircraft Returned;Aircraft Failed;Aircraft Damaged;Aircraft Lost;High Explosives;High Explosives Type;High Explosives Weight (Pounds);High Explosives Weight (Tons);Incendiary Devices;Incendiary Devices Type;Incendiary Devices Weight (Pounds);Incendiary Devices Weight (Tons);Fragmentation Devices;Fragmentation Devices Type;Fragmentation Devices Weight (Pounds);Fragmentation Devices Weight (Tons);Total Weight (Pounds);Total Weight (Tons);Time Over Target;Bomb Damage Assessment;"Source ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mission ID;Mission_Date;Theater of Operations;Country;Air Force;Unit ID;Aircraft Series;Callsign;Mission Type;Takeoff Base;Takeoff Location;Takeoff Latitude;Takeoff Longitude;Target ID;Target Country;Target City;Target Type;Target Industry;Target Priority;Target Latitude;Target Longitude;Altitude (Hundreds of Feet);Airborne Aircraft;Attacking Aircraft;Bombing Aircraft;Aircraft Returned;Aircraft Failed;Aircraft Damaged;Aircraft Lost;High Explosives;High Explosives Type;High Explosives Weight (Pounds);High Explosives Weight (Tons);Incendiary Devices;Incendiary Devices Type;Incendiary Devices Weight (Pounds);Incendiary Devices Weight (Tons);Fragmentation Devices;Fragmentation Devices Type;Fragmentation Devices Weight (Pounds);Fragmentation Devices Weight (Tons);Total Weight (Pounds);Total Weight (Tons);Time Over Target;Bomb Damage Assessment;Source ID";Column 47;Column 48;Column 49;Column 50;Column 51;Column 52;Column 53;Column 54;Column 55;Column 56;Column 57;Column 58;Column 59;Column 60;Column 61
551;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;;10;10;10;;;;;;;;25;;;;;;;;;;25;;;"186024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
552;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;280;10;10;10;;;;;;;;30;;;;;;;;;;30;;;"116788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
553;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;280;10;10;10;;;;;;;;30;;;;;;;;;;30;;;"116848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
554;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;280;10;10;10;;;;;;;;30;;;;;;;;;;30;;;"185988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
555;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;280;10;10;10;;;;;;;;30;;;;;;;;;;30;;;"186027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
556;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;271;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"116786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
557;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;271;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"116846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
558;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;271;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"185986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
559;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;271;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"186025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
560;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;269;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"116791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
561;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;269;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"116793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
562;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;269;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"116851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
563;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;269;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"116853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
564;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;269;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"185991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
565;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;269;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"185993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
566;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;269;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"186030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
567;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;269;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"186032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
568;2;16;1945;7.3;52.1;GERMANY;LANGEN_DREER;ETO;;;;GB17;;;;;;;23521;CITY AREA;CITIES TOWNS AND URBAN AREAS;3;265;13;13;13;;;;;;;;32;;;;;;;;;;32;;;"116876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
569;2;16;1945;7.3;52.1;GERMANY;LANGEN_DREER;ETO;;;;GB17;;;;;;;23521;CITY AREA;CITIES TOWNS AND URBAN AREAS;3;265;13;13;13;;;;;;;;32;;;;;;;;;;32;;;"185938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
570;2;16;1945;7.3;52.1;GERMANY;LANGEN_DREER;ETO;;;;B17;;;;;;;23521;CITY AREA;CITIES TOWNS AND URBAN AREAS;3;265;13;13;13;;;;;;;;32;;;;;;;;;;32;;;"185966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
571;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;264;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"116794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
572;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;264;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"116854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
573;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;264;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"185994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
574;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;264;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"186033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
575;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;260;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"116789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
576;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;260;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"116849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
577;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;260;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"185989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
578;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;260;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"186028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
579;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;259;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"116787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
580;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;259;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"116847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
581;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;259;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"185987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
582;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;259;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"186026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
583;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;258;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"116795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
584;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;258;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"116855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
585;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;258;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"185995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
586;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;258;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"186034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
587;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;255;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"116790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
588;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;255;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"116792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
589;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;255;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"116850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
590;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;255;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"116852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
591;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;255;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"185990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
592;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;B17;;;;;;;15602;;CHEMICAL PLANTS;1;255;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"185992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
593;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;255;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"186029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
594;2;16;1945;7.08;51.5;GERMANY;GELSENKIRCHEN;ETO;;;;GB17;;;;;;;15602;;CHEMICAL PLANTS;1;255;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"186031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
595;2;16;1945;7.3;52.1;GERMANY;LANGEN_DREER;ETO;;;;GB17;;;;;;;23521;CITY AREA;CITIES TOWNS AND URBAN AREAS;3;253;12;12;12;;;;;;;;29;;;;;;;;;;29;;;"116875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
596;2;16;1945;7.3;52.1;GERMANY;LANGEN_DREER;ETO;;;;GB17;;;;;;;23521;CITY AREA;CITIES TOWNS AND URBAN AREAS;3;253;12;12;12;;;;;;;;29;;;;;;;;;;29;;;"185937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
597;2;16;1945;7.3;52.1;GERMANY;LANGEN_DREER;ETO;;;;B17;;;;;;;23521;CITY AREA;CITIES TOWNS AND URBAN AREAS;3;253;12;12;12;;;;;;;;29;;;;;;;;;;29;;;"185965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
598;2;16;1945;7.53;52.2;GERMANY;EMSDETTEN;ETO;;;;GB24;;;;;;;12539;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;247;17;17;17;;;;;;;;55;;;;;;;;;;55;;;"185996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
599;2;16;1945;7.53;52.2;GERMANY;EMSDETTEN;ETO;;;;B24;;;;;;;12539;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;247;17;17;17;;;;;;;;55;;;;;;;;;;55;;;"116866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
600;2;16;1945;7.53;52.2;GERMANY;EMSDETTEN;ETO;;;;B24;;;;;;;12539;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;247;17;17;17;;;;;;;;55;;;;;;;;;;55;;;"185929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
601;8;16;1943;15.55;41.45;ITALY;FOGGIA;MTO;USA;9 AF;;B24;;;;;;;14140;AIRDROME;AIR FIELDS AND AIRDROMES;1;195;;;;;;;;;;;;;;;;;;;9;;9;;;"95472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
602;8;16;1943;15.55;41.45;ITALY;FOGGIA;MTO;USA;9 AF;;B24;;;;;;;14140;AIRDROME;AIR FIELDS AND AIRDROMES;1;195;;;;;;;;;;;;;;;;;;;9;;9;;;"197598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
